,hh_income,hh_lifeCycle,occupation_type,age,motif_R,motif_RAAR,motif_RAOAR,motif_RAOR,motif_RAR,motif_ROAOR,motif_ROAR,motif_ROOR,motif_ROR,office_block,residential_block,amenity_block
794,9,1,4,38,0,0,0,0,0,0,0,0,1,19,15,
795,8,4,4,44,0,0,1,0,0,0,0,0,0,19,1,20.0
796,11,2,4,41,0,0,0,0,0,0,1,0,0,19,5,7.0
797,8,2,4,30,0,0,0,0,0,0,1,0,0,19,5,9.0
798,7,6,4,48,0,0,0,0,1,0,0,0,0,19,5,7.0
799,5,1,4,24,0,0,0,0,0,0,0,0,1,19,5,
800,9,6,5,17,0,0,0,0,0,0,1,0,0,19,1,3.0
801,1,7,5,17,0,0,0,0,0,1,0,0,0,19,19,9.0
802,5,6,5,17,0,0,0,0,0,0,0,0,1,19,1,
803,7,4,5,16,0,0,0,0,1,0,0,0,0,19,15,9.0
804,7,8,5,16,0,0,0,0,0,0,0,0,1,19,19,
805,7,8,5,16,0,0,0,0,0,0,0,0,1,19,15,
806,4,8,5,17,0,0,0,0,0,0,0,0,1,19,1,
807,8,8,5,17,0,1,0,0,0,0,0,0,0,19,15,19.0
808,9,6,5,17,0,0,0,0,0,0,1,0,0,19,13,9.0
809,1,5,5,17,0,0,0,0,0,0,0,0,1,19,1,
